date,al_lme_prices,"('FeatureName.EXCHANGE_CURRENCY', 'us_dollar_index')","('FeatureName.EXPORT_CURRENCY', 'canadian_dollar_spot')","('FeatureName.EXPORT_CURRENCY', 'euro_spot')","('FeatureName.EXPORT_CURRENCY', 'emirate_dirham_spot')","('FeatureName.EXPORT_CURRENCY', 'russian_ruble_spot')","('FeatureName.EXPORT_CURRENCY', 'indian_rupee_spot')","('FeatureName.EXPORT_CURRENCY', 'nor_krone_spot')","('FeatureName.EXPORT_CURRENCY', 'australian_dollar_spot')","('FeatureName.EXPORT_CURRENCY', 'malaysian_ringgit_spot')","('FeatureName.IMPORT_CURRENCY', 'euro_spot')","('FeatureName.IMPORT_CURRENCY', 'japanese_yen_spot')","('FeatureName.IMPORT_CURRENCY', 'mexican_peso_spot')","('FeatureName.IMPORT_CURRENCY', 'south_korean_won_spot')","('FeatureName.IMPORT_CURRENCY', 'china_yuan_spot')","('FeatureName.IMPORT_CURRENCY', 'uk_pound_spot')","('FeatureName.IMPORT_CURRENCY', 'indian_rupee_spot')","('FeatureName.INVENTORY_STOCK', 'al_lme_closing_stock')","('FeatureName.INVENTORY_STOCK', 'al_comex_stocks')","('FeatureName.INVENTORY_STOCK', 'al_shfe_stocks')","('FeatureName.INVENTORY', 'al_lme_cancelled_warrants')","('FeatureName.INVENTORY', 'al_lme_delivered_out')","('FeatureName.INVENTORY', 'al_lme_delivered_in')","('FeatureName.SENTIMENT', 'pct_change_indpro_us')","('FeatureName.SENTIMENT', 'vdax_index')","('FeatureName.SENTIMENT', 'vix')","('FeatureName.SENTIMENT', '10yr_tips')","('FeatureName.SENTIMENT', 'ftse_bric_50_index')","('FeatureName.SENTIMENT', 'msci_em_europe_index')","('FeatureName.SENTIMENT', 'msci_europe_index')","('FeatureName.SENTIMENT', 'us_treasuries_2y')","('FeatureName.SENTIMENT', 'us_treasuries_10y')","('FeatureName.SENTIMENT', 'spx_small_cap_index')","('FeatureName.SENTIMENT', 'spx_index')","('FeatureName.SENTIMENT', 'eurostoxx_banks_index')","('FeatureName.SENTIMENT', 'eurostoxx_50_index')","('FeatureName.SENTIMENT', 'bdi')","('FeatureName.SENTIMENT', 'china_300')","('FeatureName.SENTIMENT', 'china_gdp_agr')","('FeatureName.SENTIMENT', 'germany_gdp_agr')","('FeatureName.SENTIMENT', 'japan_gdp_agr')","('FeatureName.SENTIMENT', 'us_gdp_agr')","('FeatureName.SENTIMENT', 'china_caixin_pmi')","('FeatureName.SENTIMENT', 'germany_pmi')","('FeatureName.SENTIMENT', 'japan_pmi')","('FeatureName.SENTIMENT', 'us_pmi')"
2021-07-19,2405.0,92.891,1.2748,1.1798,3.6728,74.586,74.851,8.9451,0.7342,4.222,1.1798,109.44,20.071,1150.83,6.4893,1.3672,74.851,1440350.0,28969.0,86543.0,543225.0,8975.0,0.0,10.2,24.184,22.5,-1.05,1461.56,266.092,1977.787,0.21,1.19,1273.0,4258.4926,85.99,3928.53,3059.0,5113.4945,7.9,9.4,7.6,12.2,51.3,65.1,52.4,62.1
2021-07-20,2449.7,92.973,1.2677,1.1779,3.6728,74.243,74.53,9.0032,0.7329,4.222,1.1779,109.84,20.1389,1147.47,6.4845,1.3626,74.53,1434125.0,28969.0,88040.0,537000.0,6225.0,0.0,10.2,22.7294,19.73,-1.03,1456.37,266.321,1980.526,0.2,1.23,1310.38,4323.0586,87.4,3956.34,3053.0,5108.9941,7.9,9.4,7.6,12.2,51.3,65.1,52.4,62.1
2021-07-21,2437.5,92.754,1.2552,1.1792,3.6728,73.87,74.486,8.8865,0.7358,4.23,1.1792,110.27,20.131,1149.31,6.4664,1.371,74.486,1430200.0,40900.0,90259.0,538450.0,3925.0,0.0,10.2,20.2001,17.91,-0.98,1458.1,267.9,2017.282,0.22,1.3,1332.98,4358.6933,90.29,4026.68,3058.0,5144.0428,7.9,9.4,7.6,12.2,51.3,65.1,52.4,62.1
2021-07-22,2468.5,92.822,1.2564,1.177,3.6728,73.556,74.45,8.8414,0.7378,4.2215,1.177,110.14,20.105,1150.55,6.4699,1.3763,74.45,1423525.0,40900.0,90012.0,570650.0,6675.0,0.0,10.2,18.4197,17.69,-1.01,1473.95,269.536,2027.34,0.2,1.27,1309.16,4367.4751,90.15,4059.05,3103.0,5151.7517,7.9,9.4,7.6,12.2,51.3,65.1,52.4,62.1
2021-07-23,2492.22,92.912,1.2561,1.1771,3.6728,73.711,74.425,8.8579,0.7364,4.225,1.1771,110.54,20.042,1151.52,6.4808,1.3745,74.425,1416775.0,40900.0,89689.0,571275.0,7250.0,500.0,10.2,16.4606,17.2,-1.05,1443.19,268.57,2044.431,0.22,1.3,1318.56,4411.7924,91.41,4109.1,3199.0,5089.2282,7.9,9.4,7.6,12.2,51.3,65.1,52.4,62.1
2021-07-26,2510.9,92.649,1.254,1.1799,3.6728,73.5825,74.33,8.8191,0.738,4.23,1.1799,110.34,20.027,1152.54,6.4825,1.3816,74.33,1408000.0,40900.0,89689.0,576175.0,8775.0,0.0,10.2,17.1751,17.58,-1.11,1365.12,268.341,2050.902,0.22,1.29,1329.99,4422.3035,93.39,4102.59,3210.0,4925.299,7.9,9.4,7.6,12.2,51.3,65.1,52.4,62.1
2021-07-27,2496.5,92.432,1.26,1.1814,3.6728,73.701,74.498,8.8764,0.736,4.2305,1.1814,109.76,19.971,1154.25,6.5104,1.3874,74.498,1401500.0,40900.0,90341.0,569675.0,6500.0,0.0,10.2,19.4224,19.36,-1.13,1286.35,267.151,2042.705,0.2,1.25,1318.72,4401.4631,92.51,4064.83,3166.0,4751.313,7.9,9.4,7.6,12.2,51.3,65.1,52.4,62.1
2021-07-28,2546.25,92.322,1.2527,1.1842,3.6728,73.375,74.49,8.8035,0.7376,4.231,1.1842,109.9,19.906,1150.27,6.4905,1.3898,74.49,1395225.0,40900.0,90170.0,563400.0,6275.0,0.0,10.2,17.7861,18.31,-1.15,1327.22,270.039,2051.509,0.2,1.26,1329.4,4400.6355,91.97,4103.03,3154.0,4760.4826,7.9,9.4,7.6,12.2,51.3,65.1,52.4,62.1
2021-07-29,2609.15,91.864,1.2444,1.1886,3.6728,73.0825,74.245,8.7325,0.7395,4.237,1.1886,109.46,19.838,1143.12,6.4562,1.3961,74.245,1387800.0,40900.0,90170.0,555975.0,7425.0,0.0,10.2,17.781,17.7,-1.15,1387.88,275.239,2077.056,0.2,1.28,1344.64,4419.1488,93.62,4116.77,3214.0,4850.2746,7.9,9.4,7.6,12.2,51.3,65.1,52.4,62.1
2021-07-30,2598.0,92.174,1.247,1.187,3.6726,73.0725,74.337,8.813,0.7344,4.218,1.187,109.7,19.855,1151.41,6.4609,1.3901,74.337,1378575.0,40900.0,90170.0,546750.0,9225.0,0.0,10.2,19.4113,18.24,-1.16,1351.48,274.097,2062.239,0.19,1.24,1341.28,4395.264,92.87,4089.3,3292.0,4811.1695,7.9,9.4,7.6,12.2,51.3,65.1,52.4,62.1
2021-08-02,2612.75,92.048,1.2509,1.1867,3.6728,72.825,74.354,8.8275,0.736,4.2235,1.1867,109.28,19.896,1150.18,6.462,1.3881,74.354,1371150.0,40900.0,90293.0,539325.0,7425.0,0.0,6.6,18.1007,19.46,-1.17,1363.65,277.07,2078.029,0.17,1.2,1334.95,4387.1559,92.49,4116.62,3282.0,4933.736,7.9,9.4,7.6,12.2,50.3,65.9,53.0,63.4
2021-08-03,2582.15,92.081,1.2536,1.186,3.6726,72.9288,74.249,8.8188,0.7394,4.218,1.186,109.04,19.87,1148.44,6.47,1.3914,74.249,1363475.0,40900.0,90268.0,532650.0,7675.0,0.0,6.6,18.3009,18.04,-1.19,1346.65,277.111,2078.965,0.17,1.19,1345.17,4423.1536,93.55,4117.95,3281.0,4934.4583,7.9,9.4,7.6,12.2,50.3,65.9,53.0,63.4
2021-08-04,2562.4,92.27,1.2534,1.1835,3.6726,73.066,74.149,8.8432,0.7379,4.22,1.1835,109.47,19.98,1144.76,6.4655,1.3885,74.149,1355600.0,40900.0,90766.0,524775.0,7875.0,0.0,6.6,16.9429,17.97,-1.16,1359.18,277.685,2088.526,0.17,1.19,1321.77,4402.661,94.46,4144.9,3318.0,4978.8479,7.9,9.4,7.6,12.2,50.3,65.9,53.0,63.4
2021-08-05,2585.25,92.244,1.2507,1.1832,3.6726,73.0536,74.098,8.8136,0.7404,4.215,1.1832,109.74,19.914,1142.59,6.4608,1.3928,74.098,1353050.0,40900.0,90666.0,517225.0,7550.0,5000.0,6.6,15.6477,17.28,-1.1,1343.35,278.677,2094.752,0.21,1.23,1340.4,4429.103,95.14,4161.08,3376.0,4948.6703,7.9,9.4,7.6,12.2,50.3,65.9,53.0,63.4
2021-08-06,2569.75,92.8,1.2552,1.176,3.6728,73.495,74.24,8.8853,0.7353,4.217,1.176,110.25,20.024,1144.93,6.4825,1.3871,74.24,1345850.0,40900.0,90491.0,518975.0,7200.0,0.0,6.6,15.0736,16.15,-1.06,1343.45,275.72,2081.541,0.21,1.31,1356.27,4436.5178,97.54,4174.54,3371.0,4921.5647,7.9,9.4,7.6,12.2,50.3,65.9,53.0,63.4
2021-08-09,2539.77,92.945,1.2574,1.1737,3.6729,73.603,74.48,8.9417,0.7333,4.226,1.1737,110.28,20.066,1146.89,6.4857,1.3844,74.48,1339100.0,40900.0,89317.0,512225.0,6750.0,0.0,6.6,14.4956,16.72,-1.04,1353.39,275.701,2082.839,0.23,1.33,1344.48,4432.353,97.85,4177.15,3371.0,4985.5627,7.9,9.4,7.6,12.2,50.3,65.9,53.0,63.4
2021-08-10,2570.0,93.055,1.2519,1.1718,3.6728,73.867,74.43,8.9222,0.735,4.226,1.1718,110.56,20.082,1152.7,6.4852,1.3843,74.43,1340225.0,40900.0,89118.0,503375.0,8850.0,9975.0,6.6,14.1238,16.79,-1.04,1383.07,277.634,2085.524,0.24,1.36,1357.11,4436.7529,98.02,4187.82,3375.0,5043.148,7.9,9.4,7.6,12.2,50.3,65.9,53.0,63.4
2021-08-11,2582.75,92.922,1.2506,1.1737,3.6728,73.388,74.253,8.8569,0.7372,4.238,1.1737,110.4,19.915,1153.98,6.4783,1.3872,74.253,1333575.0,40900.0,88921.0,496725.0,6650.0,0.0,6.6,14.0763,16.06,-1.07,1382.16,278.843,2097.705,0.23,1.35,1366.76,4447.7036,99.28,4206.33,3410.0,5015.3406,7.9,9.4,7.6,12.2,50.3,65.9,53.0,63.4
2021-08-12,2580.5,93.035,1.2525,1.1727,3.6729,73.532,74.31,8.8607,0.7334,4.231,1.1727,110.38,19.946,1162.98,6.4782,1.3804,74.31,1323825.0,40900.0,88820.0,488875.0,9750.0,0.0,6.6,13.4054,15.59,-1.05,1369.89,278.856,2098.086,0.23,1.36,1359.4,4460.8319,98.68,4226.33,3503.0,4973.3509,7.9,9.4,7.6,12.2,50.3,65.9,53.0,63.4
2021-08-13,2608.25,92.518,1.2513,1.1791,3.6726,73.152,74.239,8.7998,0.7369,4.236,1.1791,109.57,19.859,1161.37,6.4768,1.3863,74.239,1312950.0,40900.0,89120.0,482500.0,10875.0,0.0,6.6,12.4406,15.45,-1.08,1348.77,279.481,2113.19,0.23,1.29,1349.91,4468.0032,98.88,4229.7,3566.0,4945.9829,7.9,9.4,7.6,12.2,50.3,65.9,53.0,63.4
2021-08-16,2619.25,92.628,1.2572,1.1777,3.6728,73.14,74.16,8.8385,0.7337,4.235,1.1777,109.23,19.886,1165.28,6.4742,1.385,74.16,1322150.0,40900.0,91242.0,474500.0,8000.0,17200.0,6.6,17.3562,16.12,-1.1,1320.64,279.359,2100.661,0.21,1.26,1343.09,4479.7087,97.75,4202.44,3606.0,4941.0676,7.9,9.4,7.6,12.2,50.3,65.9,53.0,63.4
2021-08-17,2614.24,93.13,1.263,1.1708,3.6728,73.4709,74.37,8.9128,0.7249,4.236,1.1708,109.57,19.997,1177.3,6.4854,1.3739,74.37,1315125.0,40900.0,92063.0,450425.0,8350.0,1325.0,6.6,17.8201,17.91,-1.07,1285.89,279.648,2089.806,0.23,1.26,1323.39,4448.0754,96.17,4196.4,3657.0,4837.4034,7.9,9.4,7.6,12.2,50.3,65.9,53.0,63.4
2021-08-18,2568.76,93.136,1.2655,1.171,3.6728,73.4574,74.28,8.8982,0.7231,4.236,1.171,109.74,20.0425,1170.03,6.4841,1.3755,74.28,1309700.0,40900.0,92014.0,463300.0,5650.0,225.0,6.6,16.9212,21.57,-1.05,1290.22,278.973,2090.657,0.23,1.27,1312.82,4400.2663,97.03,4189.42,3833.0,4894.2384,7.9,9.4,7.6,12.2,50.3,65.9,53.0,63.4
2021-08-19,2562.26,93.568,1.2826,1.1674,3.6728,73.9475,74.37,9.0351,0.7146,4.237,1.1674,109.72,20.152,1176.28,6.4942,1.3638,74.37,1304950.0,40900.0,91541.0,459825.0,5250.0,500.0,6.6,16.9212,21.67,-1.04,1242.27,272.636,2052.887,0.22,1.24,1300.54,4405.8029,94.59,4124.71,3976.0,4862.1394,7.9,9.4,7.6,12.2,50.3,65.9,53.0,63.4
2021-08-20,2562.75,93.496,1.2821,1.1696,3.6724,74.265,74.347,9.0174,0.7134,4.236,1.1696,109.8,20.347,1175.15,6.5012,1.3621,74.347,1300250.0,40900.0,84762.0,457025.0,5875.0,1175.0,6.6,16.9212,18.56,-1.01,1229.76,270.845,2058.877,0.23,1.26,1320.96,4441.6652,94.66,4147.5,4092.0,4769.2678,7.9,9.4,7.6,12.2,50.3,65.9,53.0,63.4
2021-08-23,2623.5,92.958,1.2645,1.1743,3.6728,73.8977,74.12,8.9124,0.7208,4.224,1.1743,109.68,20.301,1169.36,6.4805,1.3717,74.12,1295125.0,40752.0,83440.0,450650.0,6375.0,1250.0,6.6,16.8753,17.15,-1.02,1241.22,273.71,2083.177,0.23,1.25,1337.2,4479.5305,95.66,4176.42,4147.0,4835.8782,7.9,9.4,7.6,12.2,50.3,65.9,53.0,63.4
2021-08-24,2629.0,92.893,1.2589,1.1753,3.6728,73.5675,74.133,8.8249,0.7257,4.217,1.1753,109.62,20.2,1163.65,6.471,1.3727,74.133,1292500.0,40752.0,80652.0,445325.0,7325.0,4700.0,6.6,16.7978,17.22,-1.01,1316.01,276.584,2086.544,0.24,1.29,1346.55,4486.2341,95.84,4178.08,4201.0,4888.3902,7.9,9.4,7.6,12.2,50.3,65.9,53.0,63.4
2021-08-25,2637.5,92.825,1.2589,1.177,3.6728,73.755,74.11,8.8062,0.7273,4.202,1.177,109.99,20.215,1163.87,6.4756,1.3759,74.11,1306950.0,40752.0,80249.0,441800.0,5550.0,20000.0,6.6,16.3751,16.79,-1.0,1315.59,276.416,2084.55,0.23,1.35,1351.86,4496.1909,97.83,4181.12,4193.0,4898.1572,7.9,9.4,7.6,12.2,50.3,65.9,53.0,63.4
2021-08-26,2637.75,93.062,1.2682,1.175,3.6728,74.116,74.15,8.8408,0.7234,4.193,1.175,110.07,20.351,1170.53,6.4809,1.3699,74.15,1338125.0,40752.0,80149.0,440350.0,4850.0,36025.0,6.6,17.9649,18.84,-0.99,1299.1,274.988,2078.285,0.25,1.34,1335.85,4469.9964,96.84,4169.87,4195.0,4801.6094,7.9,9.4,7.6,12.2,50.3,65.9,53.0,63.4
2021-08-27,2675.25,92.686,1.2626,1.1793,3.6728,73.447,73.47,8.7206,0.7311,4.188,1.1793,109.82,20.1922,1161.23,6.4711,1.3757,73.47,1334675.0,39885.0,79097.0,484775.0,5675.0,2225.0,6.6,15.8773,16.39,-1.08,1295.48,278.02,2092.39,0.22,1.31,1375.04,4509.3691,96.86,4190.98,4235.0,4827.0433,7.9,9.4,7.6,12.2,50.3,65.9,53.0,63.4
2021-08-30,2675.25,92.653,1.2601,1.1795,3.6728,73.4021,73.292,8.6674,0.7294,4.155,1.1795,109.92,20.1301,1164.34,6.4658,1.3758,73.292,1334675.0,39885.0,78650.0,484775.0,5675.0,2225.0,6.6,15.2393,16.19,-1.08,1298.67,279.972,2095.785,0.2,1.29,1366.59,4528.7937,96.04,4198.8,4235.0,4813.2703,7.9,9.4,7.6,12.2,50.3,65.9,53.0,63.4
2021-08-31,2739.0,92.626,1.2614,1.1807,3.6728,73.1175,72.947,8.692,0.7315,4.155,1.1807,110.02,20.063,1158.73,6.4604,1.3754,72.947,1336850.0,39885.0,75192.0,474225.0,10550.0,12725.0,5.4,16.9635,16.48,-1.03,1334.84,283.034,2088.276,0.2,1.3,1366.73,4522.6801,96.76,4196.41,4132.0,4805.6099,7.9,9.4,7.6,12.2,49.2,62.6,52.7,61.1
2021-09-01,2695.25,92.449,1.2616,1.1837,3.6728,72.96,72.99,8.6915,0.7364,4.1525,1.1837,109.99,19.982,1155.47,6.4586,1.3768,72.99,1335300.0,39885.0,74745.0,472700.0,1550.0,0.0,5.4,16.0944,16.11,-1.03,1349.57,284.827,2107.376,0.2,1.31,1371.33,4524.0923,98.06,4227.27,4013.0,4869.4587,7.9,9.4,7.6,12.2,49.2,62.6,52.7,61.1
2021-09-02,2688.0,92.225,1.2551,1.1873,3.6728,72.832,72.993,8.6425,0.7399,4.156,1.1873,109.92,19.9557,1158.05,6.4558,1.3829,72.993,1343425.0,39885.0,75044.0,467700.0,5000.0,13125.0,5.4,15.2384,16.41,-1.03,1360.58,284.304,2115.949,0.2,1.29,1377.99,4536.9462,97.84,4232.1,4001.0,4869.4113,7.9,9.4,7.6,12.2,49.2,62.6,52.7,61.1
2021-09-03,2716.75,92.035,1.2526,1.1882,3.6728,72.745,72.982,8.6441,0.7458,4.144,1.1882,109.73,19.915,1154.28,6.4528,1.3865,72.982,1341000.0,39885.0,76434.0,474975.0,7425.0,5000.0,5.4,16.2913,16.41,-1.01,1345.25,285.176,2106.022,0.21,1.33,1369.73,4535.4326,96.88,4201.98,3944.0,4843.0624,7.9,9.4,7.6,12.2,49.2,62.6,52.7,61.1
2021-09-06,2757.25,92.035,1.2537,1.1868,3.6726,72.949,73.073,8.6605,0.7439,4.146,1.1868,109.83,19.909,1157.04,6.4542,1.3834,73.073,1333625.0,39885.0,76434.0,467250.0,8900.0,1525.0,5.4,15.195,16.41,-1.01,1361.93,285.744,2117.178,0.21,1.33,1369.73,4535.4326,97.42,4246.13,3822.0,4933.7262,7.9,9.4,7.6,12.2,49.2,62.6,52.7,61.1
2021-09-07,2738.2,92.512,1.2647,1.1839,3.6728,73.264,73.44,8.6842,0.7385,4.154,1.1839,110.27,19.922,1161.98,6.4662,1.3782,73.44,1334225.0,39885.0,78382.0,479500.0,7400.0,8000.0,5.4,16.2478,18.14,-0.98,1379.49,284.688,2104.832,0.22,1.38,1356.37,4520.0278,97.76,4225.01,3707.0,4992.8294,7.9,9.4,7.6,12.2,49.2,62.6,52.7,61.1
2021-09-08,2777.35,92.653,1.2689,1.1813,3.6726,73.1175,73.769,8.7095,0.7364,4.153,1.1813,110.23,19.931,1166.54,6.4612,1.3768,73.769,1325225.0,39885.0,78157.0,485575.0,9000.0,0.0,5.4,21.1851,17.96,-1.03,1374.94,284.188,2077.485,0.22,1.35,1344.46,4514.0685,96.38,4177.15,3618.0,4972.1324,7.9,9.4,7.6,12.2,49.2,62.6,52.7,61.1
2021-09-09,2828.75,92.479,1.2662,1.1825,3.6728,72.95,73.52,8.6683,0.7366,4.146,1.1825,109.7,19.917,1169.64,6.4514,1.3835,73.52,1317725.0,39885.0,80395.0,488025.0,7500.0,0.0,5.4,18.3813,18.8,-1.08,1327.42,283.36,2075.718,0.23,1.3,1340.7,4493.2843,96.57,4177.11,3643.0,4970.0133,7.9,9.4,7.6,12.2,49.2,62.6,52.7,61.1
2021-09-10,2915.8,92.582,1.2689,1.1814,3.6728,73.083,73.517,8.6791,0.7355,4.135,1.1814,109.93,19.881,1170.23,6.444,1.3839,73.517,1309450.0,39885.0,80395.0,484750.0,9525.0,1250.0,5.4,18.6348,20.95,-1.05,1349.17,282.885,2073.522,0.23,1.35,1326.93,4458.5799,95.71,4170.35,3864.0,5013.5219,7.9,9.4,7.6,12.2,49.2,62.6,52.7,61.1
2021-09-13,2883.5,92.675,1.2651,1.1808,3.6728,72.515,73.56,8.6444,0.7366,4.149,1.1808,109.98,19.865,1172.83,6.4511,1.3836,73.56,1303500.0,39885.0,94568.0,478300.0,9250.0,3300.0,5.4,20.81,19.37,-1.04,1326.7,284.897,2075.589,0.21,1.33,1337.3,4468.7263,97.48,4189.53,4163.0,4991.6598,7.9,9.4,7.6,12.2,49.2,62.6,52.7,61.1
2021-09-14,2809.75,92.623,1.2693,1.1802,3.6728,72.908,73.64,8.6402,0.7318,4.16,1.1802,109.67,19.903,1172.23,6.4382,1.3806,73.64,1299900.0,39885.0,99788.0,477000.0,6600.0,3000.0,5.4,19.821,19.46,-1.05,1309.99,284.671,2077.574,0.21,1.28,1319.26,4443.0499,96.64,4191.67,4221.0,4917.1617,7.9,9.4,7.6,12.2,49.2,62.6,52.7,61.1
2021-09-15,2870.3,92.548,1.2633,1.1815,3.6728,72.1675,73.44,8.5756,0.7334,4.157,1.1815,109.36,19.854,1166.23,6.432,1.3837,73.44,1319150.0,39885.0,102087.0,483950.0,5800.0,25050.0,5.4,24.0753,18.18,-1.04,1286.26,284.885,2061.278,0.21,1.31,1333.5,4480.7015,96.55,4145.94,4233.0,4867.3187,7.9,9.4,7.6,12.2,49.2,62.6,52.7,61.1
2021-09-16,2857.5,92.932,1.2681,1.1764,3.6728,72.1909,73.57,8.631,0.7289,4.157,1.1764,109.7,19.931,1175.19,6.4566,1.3788,73.57,1327725.0,39885.0,101536.0,493100.0,6875.0,15450.0,5.4,24.0753,18.69,-1.01,1267.82,282.381,2059.751,0.23,1.34,1329.45,4473.7528,97.55,4169.87,4215.0,4807.6978,7.9,9.4,7.6,12.2,49.2,62.6,52.7,61.1
2021-09-17,2871.0,93.195,1.2766,1.1725,3.6728,72.8,73.64,8.7065,0.7265,4.17,1.1725,109.96,20.0141,1180.69,6.4655,1.3742,73.64,1326150.0,39885.0,101613.0,562075.0,1575.0,0.0,5.4,24.0753,20.81,-0.96,1283.26,281.587,2036.331,0.23,1.37,1331.35,4432.9875,96.59,4130.84,4275.0,4855.9402,7.9,9.4,7.6,12.2,49.2,62.6,52.7,61.1
2021-09-20,2844.75,93.276,1.2825,1.1725,3.6729,73.3044,73.646,8.726,0.725,4.19,1.1725,109.39,20.1376,1185.67,6.4655,1.3657,73.646,1315975.0,39732.0,101613.0,603775.0,10175.0,0.0,5.4,27.9937,25.71,-0.98,1242.63,276.649,2000.687,0.23,1.31,1305.42,4357.7279,92.25,4043.63,4304.0,4855.9402,7.9,9.4,7.6,12.2,49.2,62.6,52.7,61.1
2021-09-21,2825.02,93.204,1.2815,1.1723,3.6728,73.065,73.74,8.6764,0.7231,4.183,1.1723,109.21,20.128,1183.96,6.4655,1.3659,73.74,1304725.0,39579.0,101613.0,598025.0,11250.0,0.0,5.4,26.6413,24.36,-0.96,1240.07,277.276,2022.424,0.22,1.33,1303.42,4354.1889,92.39,4097.51,4410.0,4855.9402,7.9,9.4,7.6,12.2,49.2,62.6,52.7,61.1
2021-09-22,2921.75,93.462,1.277,1.1686,3.6728,72.86,73.8,8.6631,0.7245,4.191,1.1686,109.78,20.0831,1181.75,6.4583,1.3625,73.8,1289075.0,39428.0,96751.0,586400.0,15650.0,0.0,5.4,23.7129,20.87,-0.96,1248.79,281.034,2043.886,0.25,1.32,1324.2,4395.6371,95.15,4150.19,4560.0,4821.7675,7.9,9.4,7.6,12.2,49.2,62.6,52.7,61.1
2021-09-23,2932.25,93.462,1.2655,1.1736,3.6728,72.7191,73.8,8.5775,0.7295,4.18,1.1736,110.3,20.0431,1174.63,6.459,1.3716,73.8,1281550.0,39278.0,96504.0,575975.0,11275.0,3750.0,5.4,20.9831,18.63,-0.9,1259.56,282.468,2065.446,0.27,1.41,1347.32,4448.9841,97.4,4194.92,4651.0,4853.1957,7.9,9.4,7.6,12.2,49.2,62.6,52.7,61.1
2021-09-24,2899.25,93.327,1.2652,1.1714,3.6728,72.5975,73.813,8.5931,0.7258,4.187,1.1714,110.72,20.04,1179.68,6.466,1.3682,73.813,1273750.0,39278.0,96478.0,586050.0,7800.0,0.0,5.4,22.5892,17.75,-0.87,1242.4,280.014,2041.23,0.29,1.47,1344.76,4455.4779,97.82,4158.51,4644.0,4849.4277,7.9,9.4,7.6,12.2,49.2,62.6,52.7,61.1
2021-09-27,2864.98,93.383,1.2627,1.1694,3.6729,72.5583,73.82,8.6013,0.7286,4.1865,1.1694,111.0,20.093,1177.94,6.456,1.3695,73.82,1256450.0,39278.0,95851.0,576500.0,17300.0,0.0,5.4,20.8027,18.76,-0.87,1248.42,281.791,2036.375,0.31,1.48,1369.33,4443.1104,100.9,4165.48,4717.0,4877.3698,7.9,9.4,7.6,12.2,49.2,62.6,52.7,61.1
2021-09-28,2926.0,93.766,1.2685,1.1681,3.6724,72.7105,74.19,8.6649,0.7236,4.18,1.1681,111.5,20.3166,1187.16,6.4595,1.3534,74.19,1248625.0,38275.0,95851.0,604925.0,7825.0,0.0,5.4,25.8162,23.25,-0.84,1259.78,280.72,1989.867,0.31,1.54,1349.47,4352.6343,98.62,4058.82,4962.0,4883.828,7.9,9.4,7.6,12.2,49.2,62.6,52.7,61.1
2021-09-29,2894.6,94.338,1.2754,1.1595,3.6728,72.836,74.276,8.7701,0.7175,4.1835,1.1595,111.96,20.485,1187.11,6.4702,1.3422,74.276,1238300.0,37249.0,99164.0,595550.0,10325.0,0.0,5.4,24.1068,22.56,-0.82,1257.4,280.975,1992.646,0.3,1.55,1354.23,4359.4611,100.28,4080.22,5197.0,4833.9281,7.9,9.4,7.6,12.2,49.2,62.6,52.7,61.1
2021-09-30,2842.25,94.23,1.2678,1.1581,3.6729,72.5775,74.164,8.7454,0.7226,4.185,1.1581,111.27,20.63,1184.23,6.4452,1.3472,74.164,1229700.0,36247.0,99164.0,586950.0,8600.0,0.0,4.5,23.2543,23.14,-0.85,1249.84,283.882,1986.96,0.28,1.52,1331.69,4307.5388,100.31,4048.08,5167.0,4866.3826,4.9,2.9,1.2,4.9,50.0,58.5,51.2,60.5
2021-10-01,2837.0,94.035,1.2647,1.1594,3.6728,72.5775,74.1305,8.6214,0.7256,4.178,1.1594,111.05,20.429,1180.35,6.4452,1.3545,74.1305,1218775.0,36247.0,99164.0,576025.0,10925.0,0.0,4.5,24.3095,21.15,-0.9,1249.59,283.921,1979.512,0.27,1.48,1357.37,4357.0389,99.4,4035.3,5202.0,4866.3826,4.9,2.9,1.2,4.9,50.0,58.5,51.2,60.5
2021-10-04,2897.25,93.776,1.2587,1.1621,3.6729,72.3,74.568,8.5718,0.7284,4.172,1.1621,110.87,20.479,1184.12,6.4452,1.3613,74.568,1211975.0,36247.0,99164.0,567425.0,9700.0,2900.0,4.5,25.9351,22.96,-0.89,1221.96,284.257,1976.004,0.27,1.49,1351.72,4300.459,98.02,3996.41,5267.0,4866.3826,4.9,2.9,1.2,4.9,50.0,58.5,51.2,60.5
2021-10-05,2904.5,93.975,1.2581,1.1596,3.6726,72.235,74.54,8.5302,0.7291,4.1775,1.1596,111.45,20.552,1186.48,6.4452,1.3629,74.54,1198425.0,35872.0,99164.0,553875.0,13550.0,0.0,4.5,21.4733,21.3,-0.91,1225.43,287.68,1993.598,0.28,1.54,1356.3,4345.7162,101.93,4065.43,5409.0,4866.3826,4.9,2.9,1.2,4.9,50.0,58.5,51.2,60.5
2021-10-06,2883.75,94.266,1.2587,1.1556,3.6728,72.365,74.758,8.5797,0.7272,4.183,1.1556,111.41,20.549,1190.21,6.4452,1.358,74.758,1188575.0,41766.0,99164.0,550150.0,9850.0,0.0,4.5,24.823,21.0,-0.9,1214.83,286.255,1964.923,0.3,1.53,1345.6,4363.5452,101.02,4012.65,5647.0,4866.3826,4.9,2.9,1.2,4.9,50.0,58.5,51.2,60.5
